model,problem,cost,time,solution
average-uniform,la01,1182,32.26422715187073,"[206, 860, 796, 442, 6, 852, 584, 291, 58, 377]"
average-uniform,la01,1246,46.46993541717529,"[984, 169, 696, 207, 5, 16, 415, 790, 352, 876]"
average-uniform,la01,1255,32.42336368560791,"[144, 864, 742, 388, 964, 925, 48, 243, 10, 329]"
average-uniform,la01,1245,27.9219970703125,"[972, 786, 564, 210, 10, 19, 361, 538, 766, 875]"
average-uniform,la01,1188,47.23359060287476,"[189, 508, 319, 498, 658, 858, 93, 871, 71, 504]"
average-uniform,la01,1176,37.50372886657715,"[154, 588, 954, 600, 335, 279, 742, 928, 40, 584]"
average-uniform,la01,1232,31.359946966171265,"[18, 1019, 771, 407, 159, 90, 552, 747, 999, 396]"
PSO,la01,1059,142.74767565727234,[728   4 256  18 370 302 632 813 553   0]
PSO,la01,1100,128.66407346725464,[  0  96 413  53 213 459 566 761 265 730]
PSO,la01,1057,154.1364619731903,[489 173  18 197 786 693 364   0 342 687]
PSO,la01,1181,126.34207940101624,[908 722 658   0 160 114 444 451 354 811]
PSO,la01,1131,134.24536633491516,[800 614 463 281   0 511 704 885  46 237]
PSO,la01,1158,119.3881015777588,[ 16   0 322 798 320 520 116 115 697 788]
PSO,la01,1128,168.13349223136902,[ 63 490   0 286 891 551 658 793 186 277]
PSO,la01,1027,170.95241379737854,[181 511 647 468 774 697  85 266   0 352]
PSO,la01,1092,161.77052354812622,[761 575 252  80 479 472 663 846   0  91]
PSO,la01,1051,157.71303606033325,[290 104 829 645   0   1 185 375 563 654]
PSO,la01,1072,107.4973816871643,[741   8 469 291  29   0 645 826 212 303]
PSO,la01,1074,128.44988870620728,[274 876 688 516   0 744 168 359  66 445]
PSO,la01,1072,140.16295433044434,[137 529 380 196 835 426 602 737  22 113]
PSO,la01,1027,139.92575025558472,[390  64   0 440  93  56 614 749 276 369]
PSO,la01,1097,150.92220211029053,[815 911 198 236   0   0 423 618 381 704]
PSO,la01,1070,142.9293315410614,[ 17 884 277  64 370 323 653 660 563   0]
PSO,la01,1012,161.4707658290863,[681 476 412 439  95   2 581 766 332   0]
PSO,la01,1092,131.68817019462583,[810 906 218 235   0   0 418 613 380 699]
PSO,la01,1027,135.93081784248352,[390  64   0 454  93  56 614 749 276 367]
PSO,la01,1160,152.09421014785767,[337 974   0 392 797  46 561 698 223 314]
PSO,la01,1137,121.644540309906,[573 669 372  18 370 661 160 891 898   0]
PSO,la01,1053,145.73474264144895,[  3 840 232  50 637 278 404 539 820   0]
PSO,la01,1033,123.5857105255127,[117  23 389 209 796 435 563 698   3 112]
PSO,la01,1165,102.29841232299805,[859 955 658   0 160 114 444 451 354 795]
PSO,la01,1177,110.80622553825378,[890 986 554 200   0   0 342 528 716 807]
PSO,la01,1126,107.18361282348631,[  0 940 876 331 676  72 473  85 265 716]
PSO,la01,1075,116.66376042366028,[264 889 768 556   0   0 168 349 714 435]
PSO,la01,1025,147.64638662338257,[  0 448 803  47 207 440 600 777 253 444]
PSO,la01,1152,161.83307719230652,[100 672 748 339 873 565   0 185 919 271]
PSO,la01,1027,154.38167428970337,[390  64   0 438  93  56 614 749 276 367]
SA,la01,1232,197.37114334106445,"[974, 1013, 1088, 780, 0, 0, 969, 468, 1051, 258]"
SA,la01,1168,156.9343671798706,"[67, 846, 807, 147, 984, 978, 269, 0, 201, 449]"
SA,la01,1104,173.9930260181427,"[0, 0, 417, 0, 245, 0, 516, 885, 0, 184]"
SA,la01,1042,199.7831914424896,"[126, 0, 411, 117, 805, 282, 0, 514, 699, 426]"
SA,la01,1037,172.29106664657593,"[400, 71, 0, 474, 0, 239, 0, 324, 220, 0]"
SA,la01,1091,184.6601960659027,"[158, 0, 428, 356, 854, 0, 95, 417, 798, 193]"
SA,la01,1161,233.89350605010983,"[830, 213, 433, 59, 749, 314, 136, 844, 453, 197]"
SA,la01,1156,203.49588012695312,"[9, 690, 457, 0, 740, 699, 728, 0, 370, 653]"
SA,la01,1132,212.34949040412903,"[3, 730, 701, 0, 532, 0, 0, 470, 0, 445]"
SA,la01,1107,179.3926694393158,"[472, 894, 245, 776, 0, 272, 968, 253, 0, 518]"
SA,la01,1007,214.89617896080017,"[161, 821, 595, 487, 0, 0, 442, 0, 541, 408]"
SA,la01,1215,192.41335725784305,"[863, 549, 1027, 781, 158, 675, 853, 563, 546, 665]"
SA,la01,1116,213.2592716217041,"[479, 210, 308, 535, 0, 375, 306, 393, 0, 474]"
SA,la01,1184,193.5113034248352,"[925, 725, 715, 0, 171, 87, 183, 603, 972, 316]"
SA,la01,1227,232.30914330482483,"[567, 53, 861, 873, 345, 1012, 376, 604, 511, 344]"
SA,la01,1146,166.7923400402069,"[864, 1059, 220, 281, 499, 0, 1049, 968, 637, 585]"
SA,la01,1079,187.5256559848785,"[11, 893, 247, 0, 409, 387, 495, 695, 603, 682]"
SA,la01,1121,209.8508441448212,"[0, 493, 899, 589, 0, 204, 814, 699, 518, 0]"
SA,la01,1124,189.2811648845673,"[353, 19, 902, 560, 0, 0, 791, 243, 0, 647]"
SA,la01,1100,210.9022479057312,"[174, 778, 589, 519, 566, 760, 616, 0, 0, 303]"
SA,la01,1199,198.83838081359863,"[927, 74, 0, 0, 837, 57, 0, 500, 127, 0]"
SA,la01,1143,227.6121063232422,"[151, 507, 473, 767, 0, 0, 794, 561, 385, 171]"
SA,la01,1116,208.61127734184265,"[765, 750, 334, 343, 282, 297, 0, 470, 0, 0]"
SA,la01,1121,224.66007137298584,"[720, 314, 423, 562, 508, 417, 38, 0, 239, 1021]"
SA,la01,1179,212.75834202766416,"[312, 693, 627, 817, 0, 489, 0, 309, 0, 323]"
SA,la01,1177,188.0310914516449,"[664, 711, 513, 765, 0, 0, 793, 70, 0, 0]"
SA,la01,1011,187.2048828601837,"[0, 0, 789, 446, 0, 224, 215, 545, 0, 200]"
SA,la01,1146,182.0349407196045,"[288, 412, 498, 501, 520, 0, 612, 810, 189, 0]"
SA,la01,1027,200.1194798946381,"[0, 0, 805, 492, 0, 713, 599, 289, 480, 814]"
SA,la01,1184,202.9854435920716,"[175, 998, 1043, 812, 0, 531, 605, 870, 0, 0]"
average-swap,la02,1108,57.86923098564148,"[594, 707, 526, 220, 346, 806, 30, 208, 0, 813]"
average-swap,la02,1162,48.09482979774475,"[818, 330, 440, 227, 93, 554, 248, 777, 31, 798]"
average-swap,la02,1154,59.57119560241699,"[272, 611, 287, 503, 341, 47, 529, 769, 16, 818]"
average-swap,la02,1197,55.70236873626709,"[339, 452, 573, 142, 242, 29, 813, 697, 3, 930]"
average-swap,la02,1198,57.42084741592407,"[854, 694, 373, 359, 193, 255, 81, 813, 26, 834]"
average-swap,la02,1183,55.86050772666931,"[437, 277, 380, 489, 153, 726, 994, 15, 939, 16]"
average-swap,la02,1120,56.418485164642334,"[532, 540, 547, 146, 274, 58, 812, 670, 7, 853]"
average-swap,la02,1164,58.1159451007843,"[394, 745, 564, 273, 139, 174, 20, 763, 929, 812]"
average-swap,la02,1198,56.85435962677002,"[534, 374, 506, 79, 214, 1, 818, 672, 963, 867]"
average-swap,la02,1170,56.60764813423157,"[828, 354, 363, 14, 149, 568, 37, 785, 546, 808]"
average-swap,la02,1149,58.62638235092163,"[405, 413, 420, 31, 166, 543, 54, 748, 914, 797]"
average-swap,la02,1125,56.98097014427185,"[310, 546, 325, 422, 145, 659, 936, 7, 872, 8]"
average-swap,la02,1118,56.301886320114136,"[402, 515, 334, 28, 154, 614, 913, 16, 883, 616]"
average-swap,la02,1153,62.20645809173584,"[811, 651, 204, 190, 24, 86, 569, 768, 515, 791]"
average-swap,la02,1148,51.431687355041504,"[806, 646, 363, 349, 183, 245, 71, 763, 17, 786]"
average-swap,la02,1154,62.156416177749634,"[431, 262, 442, 537, 672, 852, 292, 27, 1, 829]"
average-swap,la02,1133,61.40426921844482,"[47, 714, 533, 293, 127, 194, 8, 732, 898, 781]"
average-swap,la02,1108,58.63288760185242,"[492, 605, 424, 118, 240, 23, 903, 707, 873, 0]"
average-swap,la02,1089,59.00070405006409,"[848, 418, 427, 123, 240, 16, 709, 563, 854, 0]"
average-swap,la02,1138,55.04780745506287,"[263, 630, 278, 512, 325, 43, 548, 753, 21, 802]"
average-swap,la02,1122,58.75449132919312,"[419, 532, 351, 45, 171, 820, 682, 33, 640, 827]"
average-swap,la02,1150,56.04316210746765,"[412, 524, 343, 38, 163, 848, 664, 25, 626, 855]"
average-swap,la02,1121,61.25214052200317,"[828, 941, 760, 454, 580, 308, 236, 88, 41, 285]"
average-swap,la02,1145,61.806113719940186,"[532, 645, 158, 350, 212, 272, 41, 744, 910, 793]"
average-swap,la02,1193,55.77043104171753,"[465, 576, 395, 91, 215, 2, 716, 792, 958, 841]"
average-swap,la02,1110,56.85235786437988,"[597, 709, 528, 223, 348, 808, 33, 210, 3, 815]"
average-swap,la02,1128,60.07062578201294,"[539, 547, 554, 164, 299, 86, 812, 678, 21, 861]"
average-swap,la02,1164,55.32404494285584,"[625, 738, 557, 251, 377, 862, 62, 239, 32, 869]"
average-swap,la02,1158,57.32226228713989,"[917, 486, 495, 190, 315, 102, 1, 632, 923, 650]"
average-swap,la02,1151,62.01629495620728,"[910, 672, 323, 110, 143, 686, 590, 441, 916, 6]"
cut_crossfill-kswap,la02,1072,100.78310990333556,"[762, 770, 21, 7, 75, 482, 410, 262, 837, 459]"
cut_crossfill-kswap,la02,1125,96.91829204559326,"[498, 945, 32, 18, 86, 266, 608, 715, 509, 735]"
cut_crossfill-kswap,la02,1056,93.59543514251708,"[15, 299, 444, 430, 264, 313, 125, 671, 90, 697]"
cut_crossfill-kswap,la02,1060,91.14332842826845,"[45, 53, 60, 666, 760, 541, 469, 321, 259, 518]"
cut_crossfill-kswap,la02,1089,94.75393009185792,"[131, 139, 394, 380, 30, 276, 900, 623, 206, 672]"
cut_crossfill-kswap,la02,1052,94.34457874298096,"[14, 22, 29, 124, 259, 457, 746, 602, 422, 785]"
cut_crossfill-kswap,la02,1076,97.20253300666808,"[392, 505, 20, 210, 74, 134, 887, 622, 788, 671]"
cut_crossfill-kswap,la02,993,91.8033962249756,"[4, 12, 19, 132, 250, 691, 619, 471, 424, 668]"
cut_crossfill-kswap,la02,1047,91.62624216079712,"[804, 24, 263, 430, 565, 128, 56, 427, 812, 105]"
cut_crossfill-kswap,la02,1061,93.93072152137756,"[81, 89, 88, 200, 299, 759, 687, 539, 490, 736]"
cut_crossfill-kswap,la02,1050,91.85243821144104,"[790, 8, 399, 385, 870, 268, 196, 26, 807, 245]"
cut_crossfill-kswap,la02,1041,93.45531439781188,"[6, 14, 268, 254, 282, 739, 667, 505, 81, 716]"
cut_crossfill-kswap,la02,1080,94.5382435321808,"[831, 647, 174, 160, 900, 56, 687, 417, 837, 437]"
cut_crossfill-kswap,la02,1011,91.20037579536438,"[26, 34, 41, 136, 271, 709, 637, 489, 442, 686]"
cut_crossfill-kswap,la02,984,87.95508766174316,"[10, 18, 25, 120, 236, 682, 610, 461, 415, 659]"
cut_crossfill-kswap,la02,1092,92.02108120918274,"[10, 912, 564, 351, 90, 270, 830, 682, 28, 247]"
cut_crossfill-kswap,la02,1120,93.05447125434875,"[889, 57, 344, 330, 30, 226, 850, 585, 164, 622]"
cut_crossfill-kswap,la02,1100,98.42608404159546,"[561, 569, 576, 187, 322, 44, 895, 699, 865, 51]"
cut_crossfill-kswap,la02,1066,96.80018949508668,"[756, 764, 30, 16, 84, 487, 415, 264, 831, 464]"
cut_crossfill-kswap,la02,1094,93.5098602771759,"[345, 10, 575, 224, 629, 109, 35, 693, 859, 742]"
cut_crossfill-kswap,la02,1141,91.52965998649596,"[900, 35, 640, 427, 8, 302, 230, 53, 906, 279]"
cut_crossfill-kswap,la02,1097,94.89354872703552,"[37, 45, 52, 165, 263, 795, 723, 559, 528, 772]"
cut_crossfill-kswap,la02,1095,94.3035445213318,"[854, 86, 594, 5, 59, 469, 397, 249, 860, 446]"
cut_crossfill-kswap,la02,1077,90.7955286502838,"[817, 556, 59, 45, 897, 570, 19, 326, 835, 346]"
cut_crossfill-kswap,la02,1076,90.6639153957367,"[835, 675, 146, 132, 648, 14, 511, 395, 841, 2]"
cut_crossfill-kswap,la02,1103,95.99850130081175,"[417, 684, 50, 296, 657, 197, 10, 702, 868, 751]"
cut_crossfill-kswap,la02,1116,89.66155219078064,"[260, 373, 488, 78, 542, 27, 756, 613, 881, 796]"
cut_crossfill-kswap,la02,1121,92.49298691749571,"[817, 18, 235, 221, 639, 117, 927, 501, 886, 502]"
cut_crossfill-kswap,la02,1010,93.02644801139832,"[7, 15, 22, 117, 233, 708, 636, 488, 441, 685]"
cut_crossfill-kswap,la02,1053,93.3917589187622,"[88, 96, 95, 190, 306, 751, 679, 531, 484, 728]"
cut_crossfill-non_uniform,la02,1228,42.21227478981018,"[685, 899, 700, 121, 149, 465, 1039, 373, 966, 12]"
cut_crossfill-non_uniform,la02,1138,43.0389883518219,"[728, 568, 180, 166, 958, 62, 838, 685, 0, 443]"
cut_crossfill-non_uniform,la02,1108,39.90279269218445,"[766, 606, 20, 6, 74, 254, 524, 723, 470, 746]"
cut_crossfill-non_uniform,la02,1179,51.05137276649475,"[258, 371, 567, 553, 338, 23, 527, 794, 1, 843]"
cut_crossfill-non_uniform,la02,993,28.56905198097229,"[0, 8, 15, 110, 245, 691, 619, 471, 424, 668]"
cut_crossfill-non_uniform,la02,1025,31.31591272354126,"[0, 8, 645, 631, 261, 507, 435, 287, 75, 484]"
cut_crossfill-non_uniform,la02,1174,40.08244752883911,"[140, 148, 147, 372, 507, 294, 864, 724, 662, 907]"
cut_crossfill-non_uniform,la02,1029,33.057409048080444,"[0, 8, 280, 266, 312, 727, 655, 507, 75, 704]"
cut_crossfill-non_uniform,la02,1073,47.48580861091614,"[350, 598, 339, 478, 571, 771, 211, 49, 16, 778]"
cut_crossfill-non_uniform,la02,1155,43.85018467903137,"[314, 843, 54, 548, 975, 497, 14, 271, 913, 294]"
cut_crossfill-non_uniform,la02,1163,32.56848907470703,"[855, 21, 20, 301, 329, 635, 965, 543, 928, 192]"
cut_crossfill-non_uniform,la02,1137,31.681224822998047,"[795, 8, 535, 65, 147, 395, 35, 752, 355, 775]"
cut_crossfill-non_uniform,la02,1172,41.47214221954346,"[941, 949, 13, 211, 54, 672, 600, 452, 272, 649]"
cut_crossfill-non_uniform,la02,974,33.61789035797119,"[0, 8, 7, 102, 218, 672, 600, 452, 405, 649]"
cut_crossfill-non_uniform,la02,976,30.933083295822144,"[4, 12, 16, 112, 247, 674, 602, 454, 407, 651]"
cut_crossfill-non_uniform,la02,967,28.46946620941162,"[0, 8, 11, 106, 222, 665, 593, 445, 398, 642]"
cut_crossfill-non_uniform,la02,1149,39.347815990448,"[462, 833, 147, 265, 365, 847, 751, 600, 80, 3]"
cut_crossfill-non_uniform,la02,1107,43.93225646018982,"[87, 704, 88, 409, 533, 255, 48, 722, 471, 759]"
cut_crossfill-non_uniform,la02,1102,42.982436656951904,"[373, 143, 822, 609, 263, 558, 61, 332, 7, 353]"
cut_crossfill-non_uniform,la02,1093,36.24464964866638,"[88, 96, 103, 216, 351, 791, 719, 571, 524, 768]"
cut_crossfill-non_uniform,la02,1089,29.72004127502441,"[12, 351, 15, 243, 69, 787, 269, 567, 533, 781]"
cut_crossfill-non_uniform,la02,1112,37.82350516319275,"[358, 2, 11, 237, 572, 138, 752, 604, 877, 801]"
cut_crossfill-non_uniform,la02,1119,37.8134970664978,"[874, 12, 243, 229, 777, 120, 37, 499, 884, 508]"
cut_crossfill-non_uniform,la02,1170,46.77169680595398,"[418, 52, 433, 528, 25, 66, 279, 769, 935, 818]"
cut_crossfill-non_uniform,la02,1173,43.38828635215759,"[16, 500, 654, 144, 279, 514, 126, 772, 938, 821]"
cut_crossfill-non_uniform,la02,1163,43.92174768447876,"[343, 183, 358, 769, 412, 615, 19, 768, 557, 68]"
cut_crossfill-non_uniform,la02,1063,35.252294301986694,"[71, 79, 86, 182, 298, 761, 689, 541, 494, 738]"
cut_crossfill-non_uniform,la02,1102,40.689969539642334,"[0, 332, 3, 454, 47, 346, 250, 701, 867, 750]"
cut_crossfill-non_uniform,la02,1134,40.32915806770325,"[476, 47, 46, 279, 379, 166, 774, 614, 899, 802]"
cut_crossfill-non_uniform,la02,1089,44.46421241760254,"[124, 132, 131, 226, 361, 787, 715, 567, 516, 764]"
average-uniform,la02,1139,47.87764573097229,"[526, 639, 98, 344, 429, 216, 58, 738, 904, 787]"
average-uniform,la02,1202,22.989758014678955,"[858, 698, 517, 304, 170, 222, 58, 817, 4, 838]"
average-uniform,la02,1139,25.55696177482605,"[0, 736, 548, 334, 80, 260, 876, 754, 18, 244]"
average-uniform,la02,1186,32.51294183731079,"[369, 658, 667, 248, 114, 149, 2, 785, 951, 834]"
average-uniform,la02,1181,42.19476103782654,"[568, 681, 500, 194, 314, 100, 5, 780, 946, 829]"
average-uniform,la02,1163,48.16489458084106,"[932, 495, 504, 200, 324, 110, 893, 628, 61, 665]"
average-uniform,la02,1179,35.16571879386902,"[566, 679, 498, 190, 312, 98, 1, 778, 944, 827]"
average-uniform,la02,1201,40.95119500160217,"[280, 782, 601, 159, 25, 60, 557, 800, 966, 849]"
average-uniform,la02,1147,27.375025749206543,"[367, 728, 547, 246, 112, 147, 0, 746, 912, 795]"
average-uniform,la02,1175,41.75238013267517,"[832, 326, 335, 31, 132, 451, 693, 790, 70, 812]"
average-uniform,la02,1126,33.99521541595459,"[596, 709, 528, 222, 340, 824, 33, 202, 3, 831]"
average-uniform,la02,1217,34.33200550079346,"[470, 583, 698, 288, 373, 160, 88, 816, 982, 865]"
average-uniform,la02,1170,41.670811891555786,"[620, 854, 71, 246, 369, 868, 31, 579, 306, 600]"
average-uniform,la02,1134,22.67098093032837,"[841, 954, 542, 659, 525, 304, 232, 84, 36, 281]"
average-uniform,la02,1204,21.749691247940063,"[860, 700, 519, 306, 172, 239, 60, 819, 6, 840]"
average-uniform,la02,1180,48.11935424804688,"[567, 680, 499, 193, 315, 90, 4, 779, 945, 828]"
average-uniform,la02,1195,41.79641962051392,"[494, 607, 426, 120, 246, 893, 747, 108, 713, 872]"
average-uniform,la02,1199,26.293592929840088,"[857, 697, 516, 302, 168, 235, 56, 814, 2, 837]"
average-uniform,la02,1208,24.876378774642944,"[866, 706, 525, 312, 178, 245, 66, 823, 12, 846]"
average-uniform,la02,1198,44.20448851585388,"[856, 417, 236, 336, 174, 573, 58, 813, 8, 836]"
average-uniform,la02,1196,24.5395896434784,"[854, 694, 513, 300, 166, 183, 54, 811, 0, 834]"
average-uniform,la02,1129,36.11653542518616,"[31, 813, 340, 326, 111, 827, 296, 576, 49, 596]"
average-uniform,la02,1201,21.267778635025024,"[859, 699, 518, 305, 171, 222, 59, 816, 4, 839]"
average-uniform,la02,1101,38.85689377784729,"[870, 710, 809, 415, 543, 292, 220, 72, 25, 269]"
average-uniform,la02,1183,40.27361011505127,"[570, 683, 502, 196, 322, 109, 7, 782, 948, 831]"
average-uniform,la02,1185,34.45111131668091,"[843, 683, 365, 351, 185, 220, 54, 800, 19, 823]"
average-uniform,la02,1189,34.71833610534668,"[576, 689, 508, 202, 328, 115, 13, 788, 954, 837]"
average-uniform,la02,1202,22.857142448425293,"[858, 698, 517, 304, 170, 237, 58, 817, 4, 838]"
average-uniform,la02,1172,46.43740773200989,"[384, 753, 572, 263, 129, 131, 17, 771, 937, 820]"
average-uniform,la02,1182,43.701557874679565,"[838, 678, 238, 224, 58, 120, 596, 797, 542, 818]"
PSO,la02,1016,173.18483304977417,[335   0 497 214 549  99  25 615 781 664]
PSO,la02,980,70.04919862747192,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,995,105.00674152374268,[653   0   0  99 229 409 763 610 167 386]
PSO,la02,1073,119.95108222961426,[534 106 549   0 601 270  24 672 838 267]
PSO,la02,1049,150.6754879951477,[334 630   0 191  54 114 548 648 814 697]
PSO,la02,1044,142.47293877601624,[751 864 327 569 654 441 134   0 260 183]
PSO,la02,980,78.59804511070251,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,980,82.44435214996338,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,1102,139.76811623573303,[815 922 741 441 561 348   0  76 302  49]
PSO,la02,1077,142.50446796417236,[846   0 796 472 129 355 283 135  67 332]
PSO,la02,1043,151.43314051628113,[209 307 524  12 112 406   0 642 808 691]
PSO,la02,980,69.30255794525146,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,961,91.8679494857788,[  0   8   7 102 218 659 587 428 392 636]
PSO,la02,1089,116.69028115272522,[858  82 809 240 747  96   0 511 309 507]
PSO,la02,1093,137.30900025367737,[220 573 235 451 289   0 491 692 858 741]
PSO,la02,1087,170.0071041584015,[341 668   0 220  54 114 586 686 852 735]
PSO,la02,1127,148.13830852508545,[896 736 837 441 576 363   0  76 302  49]
PSO,la02,1050,169.14836478233337,[334 548   0 213  54 114 573 649 815 698]
PSO,la02,980,73.46263265609741,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,1044,167.0540647506714,[457 538  14   0  28 237 567 643 809 692]
PSO,la02,1113,188.68915629386905,[771 282 381 158   0   4 621 728 548 751]
PSO,la02,1027,138.14672207832336,[786 483 144 130 456   0 623 501 792   0]
PSO,la02,1104,153.91627407073975,[762 602 180 166   0  35 520 719 456 742]
PSO,la02,980,69.4556896686554,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,1050,152.93492913246155,[  0 333   0 231  54 468 251 649 815 698]
PSO,la02,980,89.74062442779541,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,980,73.54070115089417,[  0   8   7 102 218 398 775 579 745 375]
PSO,la02,1047,115.6508891582489,[  0 867 463  52 840 322 703 587  75 319]
PSO,la02,1106,137.1268458366394,[815 926 745 441 565 352   0  76 302  49]
PSO,la02,1131,153.150616645813,[900 908 292 278 112 147   0 519 685 568]
SA,la02,1078,175.75504183769226,"[818, 640, 153, 0, 966, 0, 854, 706, 952, 870]"
SA,la02,1032,181.3518502712249,"[798, 0, 461, 638, 707, 772, 889, 677, 232, 788]"
SA,la02,990,171.22515058517456,"[0, 0, 0, 0, 0, 0, 785, 0, 233, 0]"
SA,la02,1103,208.4891731739044,"[872, 622, 806, 564, 687, 0, 590, 525, 910, 581]"
SA,la02,1061,149.8472764492035,"[607, 0, 781, 558, 878, 843, 0, 0, 380, 679]"
SA,la02,1070,183.93357062339783,"[627, 0, 790, 805, 917, 358, 491, 233, 0, 536]"
SA,la02,1107,219.30596828460693,"[876, 559, 770, 687, 1036, 872, 236, 101, 624, 0]"
SA,la02,1126,215.10786175727844,"[677, 856, 881, 448, 733, 0, 935, 721, 0, 526]"
SA,la02,1120,172.7915165424347,"[870, 222, 0, 726, 87, 586, 677, 738, 466, 72]"
SA,la02,1024,184.73125553131104,"[0, 0, 63, 499, 661, 367, 463, 511, 416, 491]"
SA,la02,1084,166.64621210098267,"[843, 0, 259, 384, 221, 392, 0, 110, 816, 0]"
SA,la02,1113,210.25369119644165,"[497, 712, 0, 201, 592, 0, 897, 520, 14, 291]"
SA,la02,1062,170.23780035972595,"[831, 0, 231, 294, 673, 0, 216, 704, 939, 794]"
SA,la02,1043,207.62442922592163,"[594, 716, 0, 497, 190, 603, 359, 686, 0, 110]"
SA,la02,1106,224.86974835395813,"[865, 767, 203, 0, 618, 301, 370, 0, 311, 448]"
SA,la02,986,231.7871944904328,"[41, 567, 43, 405, 404, 249, 234, 0, 46, 674]"
SA,la02,1061,202.71420860290527,"[58, 658, 63, 389, 485, 155, 9, 0, 110, 0]"
SA,la02,1117,165.33358645439148,"[0, 804, 602, 801, 644, 903, 693, 0, 0, 726]"
SA,la02,1107,165.74994158744812,"[820, 927, 78, 763, 948, 1022, 0, 195, 1013, 0]"
SA,la02,1076,217.0300126075745,"[44, 704, 383, 402, 896, 846, 474, 699, 948, 407]"
SA,la02,1068,152.11722683906555,"[837, 336, 0, 646, 0, 738, 0, 317, 223, 334]"
SA,la02,962,167.2827615737915,"[0, 0, 3, 0, 182, 660, 860, 596, 441, 336]"
SA,la02,1030,190.3806085586548,"[587, 0, 750, 609, 900, 335, 810, 0, 199, 844]"
SA,la02,1141,216.51807475090027,"[610, 825, 0, 78, 0, 0, 0, 700, 588, 0]"
SA,la02,1148,183.11186146736145,"[856, 968, 855, 0, 0, 689, 496, 622, 17, 859]"
SA,la02,1047,181.51599431037903,"[595, 0, 767, 708, 824, 338, 814, 846, 924, 0]"
SA,la02,1045,139.09053468704224,"[602, 0, 765, 821, 817, 690, 4, 0, 421, 310]"
SA,la02,1108,151.42262768745422,"[0, 509, 828, 779, 549, 690, 0, 446, 799, 276]"
SA,la02,1081,198.9674906730652,"[411, 0, 578, 630, 770, 552, 0, 112, 0, 558]"
SA,la02,1081,239.7335250377655,"[771, 809, 227, 832, 870, 644, 46, 423, 310, 133]"
average-swap,la03,979,39.39035129547119,"[688, 224, 184, 333, 489, 551, 112, 776, 407, 23]"
average-swap,la03,1020,36.89720964431763,"[748, 673, 482, 236, 135, 303, 410, 52, 590, 825]"
average-swap,la03,986,42.24180173873901,"[267, 741, 26, 380, 174, 631, 756, 78, 256, 570]"
average-swap,la03,1027,39.63356018066406,"[55, 782, 382, 505, 299, 672, 797, 181, 553, 82]"
average-swap,la03,933,44.1664559841156,"[306, 664, 66, 419, 213, 554, 703, 118, 295, 19]"
average-swap,la03,894,46.304293394088745,"[476, 252, 60, 211, 391, 545, 658, 28, 473, 97]"
average-swap,la03,920,49.33990263938904,"[290, 675, 58, 403, 197, 565, 690, 110, 279, 11]"
average-swap,la03,946,40.71699047088623,"[234, 730, 480, 662, 164, 303, 0, 56, 710, 517]"
average-swap,la03,952,52.02921271324158,"[176, 649, 446, 608, 91, 245, 374, 4, 173, 795]"
average-swap,la03,886,40.58237624168396,"[468, 260, 65, 218, 383, 537, 656, 33, 465, 102]"
average-swap,la03,899,35.30784273147583,"[468, 242, 50, 200, 386, 537, 669, 17, 468, 87]"
average-swap,la03,995,43.74909996986389,"[723, 655, 442, 196, 94, 263, 370, 11, 565, 800]"
average-swap,la03,900,44.08087944984436,"[469, 242, 50, 197, 387, 538, 670, 18, 469, 87]"
average-swap,la03,908,50.82067561149597,"[490, 279, 70, 228, 408, 559, 675, 37, 490, 107]"
average-swap,la03,903,51.81402802467346,"[276, 648, 32, 389, 182, 538, 673, 0, 264, 69]"
average-swap,la03,917,52.978028535842896,"[486, 284, 93, 243, 393, 555, 687, 61, 475, 130]"
average-swap,la03,925,45.95098948478699,"[290, 680, 66, 403, 197, 570, 695, 34, 279, 103]"
average-swap,la03,916,54.70701456069946,"[498, 251, 52, 210, 401, 567, 674, 20, 483, 89]"
average-swap,la03,966,45.12778258323669,"[50, 700, 309, 432, 521, 119, 237, 726, 55, 809]"
average-swap,la03,1023,33.13897919654846,"[367, 856, 275, 28, 168, 436, 546, 762, 86, 866]"
average-swap,la03,1000,34.17637085914612,"[728, 678, 487, 241, 140, 308, 415, 57, 1, 805]"
average-swap,la03,922,49.51655387878418,"[92, 616, 234, 357, 5, 506, 692, 202, 405, 733]"
average-swap,la03,900,41.53969860076904,"[482, 257, 57, 215, 400, 551, 668, 25, 482, 94]"
average-swap,la03,842,48.01025915145874,"[424, 236, 45, 195, 345, 493, 612, 13, 427, 82]"
average-swap,la03,921,44.835031032562256,"[276, 676, 57, 389, 183, 566, 691, 25, 265, 94]"
average-swap,la03,963,36.54691028594971,"[572, 791, 360, 114, 494, 257, 7, 672, 179, 806]"
average-swap,la03,977,39.09259629249573,"[475, 122, 263, 588, 371, 109, 747, 28, 453, 788]"
average-swap,la03,881,40.66945052146912,"[456, 250, 58, 208, 374, 525, 651, 26, 456, 95]"
