model,problem,cost,time,solution
average-swap,la03,912,47.37521243095398,"[285, 667, 64, 398, 192, 557, 682, 32, 274, 101]"
average-swap,la03,987,50.65753221511841,"[230, 656, 138, 343, 478, 546, 0, 56, 767, 825]"
cut_crossfill-kswap,la03,877,83.26806139945984,"[446, 234, 39, 193, 353, 515, 647, 3, 435, 76]"
cut_crossfill-kswap,la03,852,76.88707566261292,"[434, 243, 36, 202, 352, 503, 619, 4, 434, 73]"
cut_crossfill-kswap,la03,902,78.62607002258301,"[154, 584, 35, 267, 388, 474, 660, 699, 159, 1]"
cut_crossfill-kswap,la03,925,75.53191208839417,"[299, 659, 87, 412, 206, 549, 15, 55, 288, 768]"
cut_crossfill-kswap,la03,849,76.12892484664917,"[431, 240, 49, 199, 349, 500, 616, 17, 431, 86]"
cut_crossfill-kswap,la03,909,78.37034893035889,"[282, 661, 49, 395, 189, 551, 679, 17, 271, 86]"
cut_crossfill-kswap,la03,910,77.15930962562561,"[179, 606, 52, 292, 413, 496, 680, 7, 184, 721]"
cut_crossfill-kswap,la03,883,74.09768104553223,"[465, 274, 43, 233, 383, 534, 650, 11, 465, 80]"
cut_crossfill-kswap,la03,897,73.55120992660522,"[270, 631, 47, 383, 177, 521, 667, 15, 259, 84]"
cut_crossfill-kswap,la03,886,76.28105616569519,"[468, 277, 54, 236, 386, 537, 653, 22, 468, 91]"
cut_crossfill-kswap,la03,873,77.74681162834167,"[601, 274, 83, 206, 402, 464, 11, 51, 261, 678]"
cut_crossfill-kswap,la03,891,80.49217295646667,"[473, 282, 59, 241, 391, 542, 658, 27, 473, 96]"
cut_crossfill-kswap,la03,958,74.46699547767639,"[1, 466, 275, 418, 575, 70, 719, 755, 6, 312]"
cut_crossfill-kswap,la03,916,79.00990009307861,"[414, 17, 179, 527, 321, 4, 686, 231, 403, 725]"
cut_crossfill-kswap,la03,877,77.3249523639679,"[459, 268, 39, 227, 377, 528, 644, 7, 459, 76]"
cut_crossfill-kswap,la03,898,78.70863771438599,"[245, 726, 686, 1, 141, 314, 421, 627, 223, 43]"
cut_crossfill-kswap,la03,857,82.15860629081726,"[439, 229, 38, 188, 338, 508, 615, 6, 420, 75]"
cut_crossfill-kswap,la03,977,73.28047585487366,"[353, 624, 83, 211, 446, 611, 11, 51, 321, 820]"
cut_crossfill-kswap,la03,916,79.34468960762024,"[432, 40, 704, 200, 339, 501, 632, 84, 421, 242]"
cut_crossfill-kswap,la03,850,74.31536483764648,"[432, 241, 50, 200, 350, 501, 617, 18, 432, 87]"
cut_crossfill-kswap,la03,851,78.3293137550354,"[430, 239, 48, 198, 348, 499, 621, 16, 430, 85]"
cut_crossfill-kswap,la03,903,77.12127757072449,"[284, 637, 72, 397, 191, 527, 0, 40, 273, 746]"
cut_crossfill-kswap,la03,870,78.29078197479248,"[452, 261, 70, 220, 370, 521, 637, 13, 452, 107]"
cut_crossfill-kswap,la03,902,75.78662967681885,"[484, 293, 64, 252, 402, 553, 669, 32, 484, 101]"
cut_crossfill-kswap,la03,911,75.82215857505798,"[180, 609, 43, 293, 414, 499, 681, 8, 151, 722]"
cut_crossfill-kswap,la03,904,79.97072553634644,"[7, 601, 149, 272, 407, 491, 674, 84, 325, 715]"
cut_crossfill-kswap,la03,902,75.89071822166443,"[484, 293, 64, 225, 402, 553, 669, 32, 484, 101]"
cut_crossfill-kswap,la03,880,77.70578169822693,"[253, 614, 38, 366, 160, 504, 650, 6, 242, 75]"
cut_crossfill-kswap,la03,902,79.24360156059265,"[484, 252, 61, 211, 402, 553, 669, 25, 484, 98]"
cut_crossfill-kswap,la03,898,75.64350771903992,"[480, 248, 57, 207, 398, 549, 665, 25, 480, 94]"
cut_crossfill-non_uniform,la03,944,31.488060235977173,"[535, 289, 98, 221, 628, 420, 26, 66, 269, 787]"
cut_crossfill-non_uniform,la03,998,37.23750138282776,"[607, 521, 286, 40, 532, 107, 214, 733, 449, 841]"
cut_crossfill-non_uniform,la03,1006,32.77166414260864,"[83, 307, 794, 435, 0, 583, 719, 209, 523, 330]"
cut_crossfill-non_uniform,la03,980,31.47054433822632,"[201, 1, 343, 466, 114, 612, 750, 311, 552, 29]"
cut_crossfill-non_uniform,la03,906,27.91598892211914,"[175, 606, 64, 288, 409, 496, 676, 3, 172, 717]"
cut_crossfill-non_uniform,la03,879,27.99356055259705,"[230, 580, 1, 343, 137, 470, 649, 53, 219, 690]"
cut_crossfill-non_uniform,la03,978,31.679723501205444,"[33, 538, 766, 332, 126, 428, 225, 734, 33, 803]"
cut_crossfill-non_uniform,la03,939,27.982550621032715,"[648, 151, 41, 310, 449, 511, 203, 736, 367, 1]"
cut_crossfill-non_uniform,la03,868,33.03138709068298,"[42, 550, 184, 342, 135, 440, 626, 665, 3, 379]"
cut_crossfill-non_uniform,la03,928,29.12803268432617,"[103, 622, 245, 368, 16, 512, 698, 191, 422, 739]"
cut_crossfill-non_uniform,la03,897,28.63160514831543,"[40, 579, 182, 347, 133, 469, 655, 694, 1, 389]"
cut_crossfill-non_uniform,la03,959,29.47082686424256,"[309, 724, 69, 675, 222, 378, 510, 37, 304, 106]"
cut_crossfill-non_uniform,la03,973,25.12859606742859,"[153, 458, 61, 390, 567, 624, 733, 263, 438, 26]"
cut_crossfill-non_uniform,la03,957,22.754053592681885,"[300, 8, 163, 413, 534, 591, 70, 125, 305, 800]"
cut_crossfill-non_uniform,la03,971,32.35430645942688,"[35, 483, 292, 442, 592, 104, 732, 768, 40, 329]"
cut_crossfill-non_uniform,la03,957,28.68665075302124,"[539, 56, 248, 2, 460, 608, 727, 300, 542, 201]"
cut_crossfill-non_uniform,la03,914,30.21396541595459,"[287, 631, 56, 400, 194, 521, 684, 24, 276, 93]"
cut_crossfill-non_uniform,la03,925,32.835718631744385,"[505, 10, 139, 278, 428, 574, 695, 54, 510, 315]"
cut_crossfill-non_uniform,la03,988,24.507063388824463,"[209, 1, 351, 474, 122, 597, 758, 319, 537, 29]"
cut_crossfill-non_uniform,la03,963,25.7771520614624,"[143, 448, 51, 380, 557, 614, 723, 253, 428, 16]"
cut_crossfill-non_uniform,la03,892,31.27838063240052,"[230, 586, 2, 343, 137, 476, 662, 54, 219, 703]"
cut_crossfill-non_uniform,la03,972,29.60944557189941,"[47, 485, 294, 444, 594, 116, 728, 769, 52, 331]"
cut_crossfill-non_uniform,la03,974,27.83592319488525,"[374, 2, 162, 487, 281, 608, 78, 130, 363, 817]"
cut_crossfill-non_uniform,la03,963,26.545310735702515,"[149, 448, 57, 383, 557, 614, 721, 253, 435, 22]"
cut_crossfill-non_uniform,la03,961,28.154195070266724,"[299, 572, 0, 157, 392, 559, 731, 52, 250, 772]"
cut_crossfill-non_uniform,la03,900,28.02608561515808,"[87, 602, 229, 352, 0, 492, 670, 192, 402, 711]"
cut_crossfill-non_uniform,la03,897,29.65948915481568,"[64, 579, 206, 369, 157, 469, 655, 694, 15, 406]"
cut_crossfill-non_uniform,la03,927,28.56304669380188,"[233, 661, 110, 346, 483, 551, 3, 59, 238, 770]"
cut_crossfill-non_uniform,la03,969,26.354650497436523,"[561, 113, 275, 419, 654, 100, 739, 19, 512, 312]"
cut_crossfill-non_uniform,la03,904,26.13746023178101,"[250, 598, 38, 363, 146, 488, 674, 5, 228, 715]"
average-uniform,la03,1003,26.172992944717407,"[731, 681, 490, 244, 143, 311, 418, 60, 4, 808]"
average-uniform,la03,984,31.47955298423767,"[313, 678, 101, 426, 220, 568, 754, 69, 302, 795]"
average-uniform,la03,973,30.04782271385193,"[308, 728, 63, 421, 215, 618, 743, 115, 297, 16]"
average-uniform,la03,970,25.96681475639344,"[698, 622, 430, 184, 83, 251, 358, 0, 540, 775]"
average-uniform,la03,973,24.056674480438232,"[7, 744, 552, 306, 100, 373, 199, 770, 714, 589]"
average-uniform,la03,1006,25.52743911743164,"[734, 649, 458, 212, 111, 279, 386, 28, 576, 811]"
average-uniform,la03,1025,16.25046420097351,"[278, 748, 557, 136, 512, 347, 29, 774, 246, 868]"
average-uniform,la03,955,42.99394774436951,"[0, 788, 596, 348, 246, 69, 514, 551, 5, 798]"
average-uniform,la03,1001,19.036860704422,"[729, 679, 488, 242, 140, 309, 416, 57, 1, 790]"
average-uniform,la03,998,24.7227475643158,"[11, 831, 640, 362, 261, 80, 532, 568, 16, 841]"
average-uniform,la03,947,39.531970500946045,"[556, 762, 75, 198, 357, 419, 3, 43, 275, 790]"
average-uniform,la03,1040,26.90312170982361,"[768, 696, 502, 255, 154, 4, 427, 463, 610, 845]"
average-uniform,la03,1008,46.30129146575928,"[573, 413, 222, 345, 116, 642, 478, 27, 566, 851]"
average-uniform,la03,992,43.77611947059631,"[679, 224, 184, 333, 480, 564, 112, 789, 398, 23]"
average-uniform,la03,1012,34.17536973953247,"[732, 3, 432, 176, 393, 243, 69, 809, 737, 605]"
average-uniform,la03,999,22.36171770095825,"[269, 659, 411, 127, 362, 549, 20, 774, 230, 842]"
average-uniform,la03,1008,18.14359402656555,"[736, 686, 495, 249, 148, 316, 423, 65, 9, 795]"
average-uniform,la03,951,23.315037965774536,"[660, 202, 162, 311, 461, 523, 90, 748, 379, 1]"
average-uniform,la03,998,17.351909637451172,"[726, 638, 447, 201, 100, 268, 375, 17, 568, 753]"
average-uniform,la03,989,22.02292776107788,"[251, 649, 393, 109, 344, 539, 2, 764, 212, 832]"
average-uniform,la03,995,19.30609488487244,"[723, 647, 450, 204, 102, 271, 378, 19, 565, 800]"
average-uniform,la03,947,34.03424668312073,"[298, 702, 51, 411, 205, 592, 717, 103, 287, 4]"
average-uniform,la03,1002,25.91777372360229,"[730, 680, 489, 243, 142, 310, 417, 59, 3, 807]"
average-uniform,la03,978,22.170552492141724,"[706, 642, 434, 188, 86, 255, 362, 3, 548, 783]"
average-uniform,la03,984,22.58040499687195,"[712, 638, 445, 199, 97, 266, 373, 14, 554, 773]"
average-uniform,la03,984,29.754572868347168,"[712, 648, 441, 195, 94, 262, 369, 11, 554, 789]"
average-uniform,la03,988,34.14284014701843,"[486, 128, 274, 599, 393, 115, 758, 34, 475, 799]"
average-uniform,la03,977,42.176748514175415,"[376, 732, 247, 1, 177, 622, 747, 453, 381, 43]"
average-uniform,la03,986,23.87401652336121,"[714, 630, 439, 193, 92, 260, 367, 9, 556, 791]"
average-uniform,la03,1014,26.853577852249146,"[268, 674, 410, 126, 361, 564, 19, 789, 229, 857]"
PSO,la03,843,137.3825645446777,[571 263  72 195 372 434   0  36 243 643]
PSO,la03,892,130.91150450706482,[  0 594 142 265 395 484 662  77 313 703]
PSO,la03,870,91.46210289001463,[228 572   0 341 135 462 640  52 217 681]
PSO,la03,939,124.7061722278595,[  0 333 142 265 442 533 709  77 313 742]
PSO,la03,864,141.06122660636902,[ 39 546 181 338 132 436 622 661   0 375]
PSO,la03,886,95.2088212966919,[246   0 143 359 480 537 646  41 251 109]
PSO,la03,886,92.44644689559937,[246   0 143 359 480 537 646  41 251 109]
PSO,la03,936,94.36059188842772,[434   0 222 547 341 118 706  26 423 734]
PSO,la03,887,115.21701312065125,[261   0 675  31 170 330 437 643 252 712]
PSO,la03,843,101.90958094596864,[571 263  72 195 372 434   0  37 243 643]
PSO,la03,939,130.3525218963623,[  0 333 142 265 442 528 709  77 313 750]
PSO,la03,935,74.64415144920349,[433   0 221 546 340 118 705  26 422 733]
PSO,la03,866,108.34761381149292,[  0 425 654 113 234 315 501 552   0 691]
PSO,la03,874,126.16892623901369,[247 628  32 360 154 518 644   0 236  69]
PSO,la03,886,88.89089155197144,[246   0 143 359 480 537 646  41 251 109]
PSO,la03,867,117.35385417938232,[240  41 655   0 150 309 417 623 232 692]
PSO,la03,843,100.9097170829773,[571 263  72 195 372 434   0  36 243 643]
PSO,la03,886,95.6802260875702,[246   0 143 359 480 537 646  41 251 109]
PSO,la03,864,127.46454000473022,[ 39 546 181 338 132 436 622 661   0 375]
PSO,la03,870,90.92163705825806,[228 572   0 341 135 462 640  52 217 681]
PSO,la03,829,111.36870789527892,[411 223  32 182 332 480 599   0 414  69]
PSO,la03,877,103.5840184688568,[215 559   0 328 122 449 622 674 204  37]
PSO,la03,843,94.00278496742249,[571 263  72 195 372 434   0  36 243 643]
PSO,la03,887,123.62174105644226,[258   0 675  31 170 327 437 643 252 712]
PSO,la03,848,138.07366013526917,[430  94  54 203 351 499 618   0 433 240]
PSO,la03,895,147.59083819389343,[ 84 535 344 467   0 153 267 670  82 738]
PSO,la03,922,115.4347484111786,[ 33 199 710 146 308 365 472 678   0 747]
PSO,la03,862,113.43999028205872,[198   0 448 578 109 267 376  26 191 620]
PSO,la03,829,90.97418165206908,[410 223  32 177 332 479 599   0 414  69]
PSO,la03,892,99.36489367485046,[  0 588 142 265 395 478 662  77 313 697]
SA,la03,921,181.88130688667297,"[0, 248, 709, 734, 0, 88, 721, 159, 528, 872]"
SA,la03,877,178.06902933120728,"[98, 0, 116, 0, 0, 472, 634, 0, 0, 609]"
SA,la03,947,184.35543274879456,"[267, 0, 735, 0, 338, 487, 744, 761, 442, 670]"
SA,la03,921,198.868403673172,"[503, 311, 538, 0, 0, 319, 546, 89, 0, 503]"
SA,la03,910,201.48115015029907,"[299, 644, 83, 478, 311, 572, 511, 0, 710, 354]"
SA,la03,884,176.4010968208313,"[257, 623, 42, 264, 431, 0, 380, 199, 749, 0]"
SA,la03,901,192.0910797119141,"[289, 635, 127, 0, 560, 167, 328, 403, 188, 253]"
SA,la03,920,183.7894468307495,"[125, 0, 708, 743, 571, 205, 83, 447, 54, 504]"
SA,la03,987,207.4828081130981,"[157, 828, 691, 672, 308, 0, 642, 805, 291, 0]"
SA,la03,955,182.633451461792,"[196, 0, 0, 539, 0, 0, 325, 112, 654, 435]"
SA,la03,873,175.90867352485657,"[243, 41, 661, 330, 58, 339, 249, 0, 639, 201]"
SA,la03,974,191.3984861373901,"[702, 264, 445, 635, 326, 551, 0, 102, 483, 861]"
SA,la03,934,168.7280023097992,"[358, 0, 606, 203, 259, 0, 700, 758, 0, 205]"
SA,la03,931,161.73799586296082,"[111, 0, 0, 0, 508, 304, 0, 202, 459, 409]"
SA,la03,937,166.34495496749878,"[313, 0, 725, 543, 530, 371, 783, 0, 0, 0]"
SA,la03,985,173.51661705970764,"[713, 0, 592, 0, 292, 286, 482, 0, 728, 382]"
SA,la03,931,164.6424925327301,"[522, 286, 87, 0, 731, 361, 432, 124, 348, 634]"
SA,la03,914,172.21649980545044,"[505, 275, 106, 0, 735, 292, 0, 0, 296, 168]"
SA,la03,922,143.4958198070526,"[282, 0, 0, 53, 215, 0, 687, 0, 253, 0]"
SA,la03,893,149.71916604042053,"[228, 0, 479, 609, 0, 153, 368, 183, 186, 0]"
SA,la03,943,199.3493185043335,"[441, 0, 240, 424, 506, 386, 110, 664, 0, 437]"
SA,la03,940,199.19868922233584,"[438, 0, 274, 120, 408, 261, 661, 723, 0, 433]"
SA,la03,904,141.516619682312,"[227, 0, 489, 620, 0, 0, 142, 647, 0, 0]"
SA,la03,941,165.33058309555054,"[483, 0, 729, 632, 731, 644, 559, 546, 0, 411]"
SA,la03,868,176.2584743499756,"[235, 42, 656, 133, 0, 0, 339, 0, 574, 99]"
SA,la03,936,190.5027158260345,"[545, 768, 0, 0, 588, 4, 210, 511, 665, 250]"
SA,la03,918,193.2841055393219,"[302, 652, 121, 572, 416, 346, 603, 129, 0, 324]"
SA,la03,912,186.3801782131195,"[0, 646, 256, 0, 0, 451, 522, 137, 564, 566]"
SA,la03,911,181.45293831825256,"[241, 682, 562, 0, 0, 316, 239, 443, 616, 584]"
SA,la03,939,205.3860056400299,"[437, 0, 221, 0, 527, 45, 506, 58, 0, 351]"
average-swap,la04,1034,33.05040264129639,"[519, 595, 251, 274, 85, 52, 741, 665, 17, 462]"
average-swap,la04,1029,30.99063324928284,"[541, 613, 415, 261, 72, 39, 763, 660, 4, 479]"
average-swap,la04,1055,30.15491485595703,"[576, 633, 450, 296, 107, 74, 798, 686, 39, 493]"
average-swap,la04,970,35.59809374809265,"[464, 540, 242, 265, 76, 43, 720, 596, 8, 404]"
average-swap,la04,1027,29.1865828037262,"[538, 611, 412, 258, 69, 36, 760, 658, 1, 476]"
average-swap,la04,1032,31.81684255599976,"[560, 634, 434, 58, 13, 275, 782, 69, 218, 498]"
average-swap,la04,1041,31.79932737350464,"[562, 624, 434, 280, 89, 56, 784, 672, 21, 477]"
average-swap,la04,1050,34.0452573299408,"[578, 654, 438, 50, 5, 279, 800, 61, 210, 502]"
average-swap,la04,982,35.40993022918701,"[450, 524, 247, 270, 81, 48, 680, 604, 13, 761]"
average-swap,la04,1008,30.560763120651245,"[536, 612, 410, 46, 1, 251, 758, 57, 206, 474]"
average-swap,la04,1051,30.459677934646606,"[572, 631, 446, 290, 245, 35, 794, 682, 0, 489]"
average-swap,la04,1023,31.333929300308228,"[544, 605, 418, 262, 73, 40, 766, 654, 5, 461]"
average-swap,la04,1016,36.41929745674133,"[526, 600, 281, 304, 103, 70, 748, 647, 35, 467]"
average-swap,la04,1055,30.34357690811157,"[563, 639, 437, 283, 94, 61, 785, 686, 26, 501]"
average-swap,la04,972,43.45784497261048,"[352, 428, 226, 720, 85, 52, 640, 498, 17, 290]"
average-swap,la04,1002,32.22869610786438,"[510, 586, 279, 302, 113, 80, 745, 633, 26, 444]"
average-swap,la04,1018,33.32664155960083,"[526, 602, 400, 341, 108, 75, 172, 649, 40, 761]"
average-swap,la04,1031,33.88912224769592,"[539, 615, 413, 259, 70, 37, 761, 662, 2, 477]"
average-swap,la04,1022,32.028523445129395,"[550, 626, 424, 47, 2, 265, 772, 58, 207, 488]"
average-swap,la04,1028,31.2918918132782,"[540, 612, 412, 258, 69, 36, 762, 659, 1, 476]"
average-swap,la04,1022,31.913426876068115,"[550, 626, 424, 46, 1, 265, 772, 57, 206, 488]"
average-swap,la04,1028,31.659209489822388,"[556, 632, 428, 50, 5, 269, 778, 61, 210, 492]"
average-swap,la04,1028,31.08521413803101,"[556, 632, 430, 49, 4, 271, 778, 60, 209, 494]"
average-swap,la04,1076,28.080634117126465,"[584, 660, 458, 304, 115, 82, 816, 707, 28, 522]"
average-swap,la04,1024,32.945812463760376,"[552, 628, 425, 48, 3, 266, 774, 59, 208, 489]"
average-swap,la04,1038,31.58564281463623,"[546, 622, 420, 262, 73, 40, 768, 669, 5, 484]"
average-swap,la04,971,34.23141813278198,"[358, 434, 232, 719, 74, 41, 639, 497, 6, 296]"
average-swap,la04,1058,31.59765625,"[576, 642, 450, 296, 104, 71, 798, 689, 36, 493]"
average-swap,la04,997,35.4689826965332,"[496, 572, 370, 311, 86, 53, 152, 619, 18, 776]"
average-swap,la04,1035,33.592867851257324,"[543, 619, 417, 263, 74, 41, 765, 666, 6, 481]"
cut_crossfill-kswap,la04,974,75.57945084571838,"[70, 146, 834, 419, 693, 660, 345, 197, 606, 13]"
cut_crossfill-kswap,la04,1012,73.06028842926025,"[520, 596, 302, 325, 136, 103, 742, 643, 68, 463]"
cut_crossfill-kswap,la04,965,77.99853086471558,"[355, 151, 35, 272, 651, 618, 715, 214, 583, 6]"
cut_crossfill-kswap,la04,1023,76.4291820526123,"[499, 575, 297, 320, 19, 77, 721, 645, 0, 802]"
cut_crossfill-kswap,la04,982,78.17318034172058,"[503, 541, 196, 219, 30, 299, 725, 613, 11, 408]"
cut_crossfill-kswap,la04,1023,75.32773303985596,"[423, 499, 297, 771, 70, 128, 691, 549, 21, 361]"
cut_crossfill-kswap,la04,946,74.88385510444641,"[341, 417, 215, 694, 74, 41, 620, 472, 6, 279]"
cut_crossfill-kswap,la04,911,76.6728904247284,"[168, 244, 42, 362, 630, 597, 22, 304, 560, 106]"
cut_crossfill-kswap,la04,986,79.64694738388062,"[690, 486, 9, 234, 364, 422, 160, 545, 41, 648]"
cut_crossfill-kswap,la04,985,77.24838519096375,"[493, 569, 277, 300, 111, 78, 715, 616, 43, 436]"
cut_crossfill-kswap,la04,982,75.88020896911621,"[100, 453, 289, 17, 147, 391, 732, 564, 346, 662]"
cut_crossfill-kswap,la04,942,77.62721109390259,"[94, 462, 298, 11, 141, 400, 640, 564, 355, 721]"
cut_crossfill-kswap,la04,1017,76.28255558013916,"[352, 428, 226, 561, 85, 52, 739, 648, 17, 290]"
cut_crossfill-kswap,la04,1020,73.45162296295166,"[664, 8, 538, 125, 397, 364, 770, 67, 323, 602]"
cut_crossfill-kswap,la04,982,75.33123803138733,"[490, 566, 272, 295, 106, 73, 712, 613, 19, 433]"
cut_crossfill-kswap,la04,982,72.61690783500671,"[159, 517, 18, 41, 171, 440, 680, 604, 405, 761]"
cut_crossfill-kswap,la04,976,79.81809401512146,"[452, 528, 247, 270, 80, 47, 674, 598, 12, 755]"
cut_crossfill-kswap,la04,1055,73.67081117630005,"[1, 325, 865, 442, 724, 267, 805, 384, 640, 140]"
cut_crossfill-kswap,la04,965,75.60947608947754,"[609, 389, 55, 78, 188, 331, 715, 490, 282, 18]"
cut_crossfill-kswap,la04,904,77.14429759979248,"[151, 227, 764, 345, 623, 590, 5, 287, 543, 94]"
cut_crossfill-kswap,la04,968,72.55285239219666,"[612, 402, 47, 70, 200, 325, 718, 493, 290, 10]"
cut_crossfill-kswap,la04,1022,75.09103107452393,"[275, 61, 488, 178, 308, 480, 720, 644, 21, 801]"
cut_crossfill-kswap,la04,1006,76.21149563789368,"[390, 466, 264, 754, 123, 90, 680, 532, 55, 328]"
cut_crossfill-kswap,la04,909,76.62435054779053,"[167, 243, 41, 361, 628, 595, 21, 303, 559, 105]"
cut_crossfill-kswap,la04,990,76.02283334732056,"[486, 562, 360, 301, 69, 36, 135, 609, 1, 769]"
cut_crossfill-kswap,la04,912,77.1157717704773,"[135, 211, 9, 329, 598, 565, 662, 271, 527, 73]"
cut_crossfill-kswap,la04,950,78.57852911949158,"[134, 485, 8, 31, 161, 408, 648, 572, 372, 729]"
cut_crossfill-kswap,la04,980,79.53084921836853,"[109, 497, 336, 15, 145, 438, 678, 602, 393, 759]"
cut_crossfill-kswap,la04,967,81.6096339225769,"[320, 396, 813, 144, 274, 653, 70, 443, 592, 11]"
cut_crossfill-kswap,la04,1011,83.18198370933533,"[292, 368, 71, 94, 530, 497, 20, 588, 737, 233]"
cut_crossfill-non_uniform,la04,1032,27.649763107299805,"[433, 509, 9, 780, 89, 147, 702, 558, 40, 368]"
cut_crossfill-non_uniform,la04,1007,27.657769203186035,"[265, 61, 473, 178, 295, 465, 705, 629, 10, 786]"
cut_crossfill-non_uniform,la04,946,35.766236305236816,"[454, 530, 234, 257, 68, 35, 676, 577, 0, 397]"
cut_crossfill-non_uniform,la04,1043,29.920212030410767,"[571, 629, 40, 187, 142, 394, 793, 198, 347, 9]"
cut_crossfill-non_uniform,la04,991,28.758213996887207,"[635, 6, 509, 123, 690, 327, 741, 134, 283, 552]"
cut_crossfill-non_uniform,la04,990,34.56820583343506,"[498, 574, 271, 294, 105, 72, 738, 621, 37, 441]"
cut_crossfill-non_uniform,la04,1041,25.650043487548828,"[111, 6, 860, 305, 116, 541, 638, 247, 503, 820]"
cut_crossfill-non_uniform,la04,984,29.26164698600769,"[182, 258, 56, 673, 484, 451, 36, 615, 416, 120]"
cut_crossfill-non_uniform,la04,1018,35.444462299346924,"[531, 607, 405, 15, 775, 242, 768, 26, 175, 469]"
cut_crossfill-non_uniform,la04,953,26.492267370224,"[4, 17, 760, 701, 459, 426, 525, 134, 390, 239]"
cut_crossfill-non_uniform,la04,996,33.322137117385864,"[640, 11, 514, 140, 695, 344, 746, 151, 300, 557]"
cut_crossfill-non_uniform,la04,917,29.42228531837464,"[175, 251, 49, 369, 636, 603, 29, 311, 567, 113]"
cut_crossfill-non_uniform,la04,1104,33.303619146347046,"[451, 527, 325, 171, 883, 5, 673, 574, 830, 389]"
cut_crossfill-non_uniform,la04,973,32.51694393157959,"[494, 549, 255, 278, 75, 42, 716, 604, 4, 412]"
cut_crossfill-non_uniform,la04,1019,27.81540417671204,"[540, 553, 49, 72, 182, 322, 762, 650, 276, 12]"
cut_crossfill-non_uniform,la04,968,36.426302671432495,"[672, 748, 2, 496, 626, 312, 195, 20, 34, 409]"
cut_crossfill-non_uniform,la04,906,24.53608727455139,"[163, 239, 37, 357, 625, 592, 17, 299, 555, 101]"
cut_crossfill-non_uniform,la04,1104,26.89211130142212,"[589, 665, 463, 309, 46, 104, 811, 735, 4, 527]"
cut_crossfill-non_uniform,la04,1048,33.9191472530365,"[752, 92, 4, 669, 480, 16, 514, 145, 401, 250]"
cut_crossfill-non_uniform,la04,1035,31.389975786209103,"[549, 619, 13, 350, 157, 124, 784, 666, 70, 486]"
cut_crossfill-non_uniform,la04,1035,33.24857234954834,"[467, 120, 835, 237, 522, 43, 785, 577, 8, 372]"
cut_crossfill-non_uniform,la04,953,28.014073133468628,"[156, 232, 30, 642, 453, 420, 6, 584, 384, 94]"
cut_crossfill-non_uniform,la04,976,28.15169095993042,"[155, 511, 29, 52, 162, 434, 674, 598, 398, 755]"
cut_crossfill-non_uniform,la04,999,30.88604164123535,"[20, 30, 387, 226, 478, 536, 147, 630, 444, 757]"
cut_crossfill-non_uniform,la04,1018,27.78988218307495,"[8, 562, 283, 306, 56, 485, 725, 649, 449, 246]"
cut_crossfill-non_uniform,la04,1065,29.429791688919067,"[709, 143, 55, 260, 207, 455, 815, 271, 420, 667]"
cut_crossfill-non_uniform,la04,993,30.48719906806945,"[514, 571, 239, 262, 73, 40, 736, 624, 5, 438]"
cut_crossfill-non_uniform,la04,918,28.481977462768555,"[140, 216, 14, 334, 604, 571, 668, 276, 532, 78]"
cut_crossfill-non_uniform,la04,937,25.60100293159485,"[183, 259, 57, 377, 656, 623, 37, 319, 575, 121]"
cut_crossfill-non_uniform,la04,997,26.680426120758057,"[505, 581, 283, 306, 65, 123, 727, 628, 30, 448]"
average-uniform,la04,1063,23.30102562904358,"[571, 647, 436, 282, 92, 59, 793, 694, 24, 500]"
average-uniform,la04,1095,21.00955367088318,"[616, 676, 464, 310, 120, 87, 838, 726, 46, 507]"
average-uniform,la04,1057,31.442524194717407,"[234, 592, 504, 151, 281, 515, 755, 679, 45, 836]"
average-uniform,la04,1062,20.65925407409668,"[766, 842, 636, 384, 339, 468, 140, 15, 30, 700]"
average-uniform,la04,1082,19.75147294998169,"[590, 666, 464, 310, 121, 88, 832, 713, 36, 507]"
average-uniform,la04,1084,26.26757431030273,"[592, 668, 462, 308, 119, 86, 828, 715, 32, 505]"
average-uniform,la04,1073,22.98775362968445,"[580, 656, 450, 296, 106, 73, 802, 704, 22, 493]"
average-uniform,la04,1092,18.06001853942871,"[600, 676, 474, 319, 130, 97, 822, 723, 43, 538]"
average-uniform,la04,1060,18.83618950843811,"[576, 644, 450, 296, 107, 74, 798, 691, 38, 493]"
average-uniform,la04,1070,18.02048707008361,"[578, 654, 450, 296, 107, 74, 800, 701, 22, 493]"
average-uniform,la04,1040,21.40889835357666,"[548, 624, 422, 268, 79, 46, 770, 671, 11, 486]"
average-uniform,la04,1020,25.83169913291931,"[724, 800, 598, 263, 74, 41, 574, 205, 6, 662]"
average-uniform,la04,1039,24.427995920181274,"[560, 610, 434, 280, 91, 58, 782, 670, 23, 477]"
average-uniform,la04,1048,22.57740068435669,"[556, 632, 429, 275, 86, 53, 778, 679, 18, 493]"
average-uniform,la04,1038,23.50570106506348,"[546, 622, 420, 266, 76, 43, 768, 669, 8, 463]"
average-uniform,la04,1065,26.90562105178833,"[586, 648, 437, 283, 94, 61, 810, 696, 21, 480]"
average-uniform,la04,1067,25.79016351699829,"[575, 650, 282, 223, 34, 294, 817, 697, 10, 514]"
average-uniform,la04,1059,19.65539145469665,"[580, 642, 448, 294, 104, 71, 803, 690, 30, 491]"
average-uniform,la04,1031,23.761919736862183,"[507, 582, 376, 317, 80, 138, 729, 653, 31, 810]"
